value__sum_values,value__number_peaks__n_50,"value__fft_coefficient__attr_""abs""__coeff_1","value__fft_coefficient__attr_""abs""__coeff_91","value__fft_coefficient__attr_""abs""__coeff_7","value__fft_coefficient__attr_""angle""__coeff_96","value__fft_coefficient__attr_""angle""__coeff_87","value__fft_coefficient__attr_""real""__coeff_96"
77.97408920968441,0.2142857142857142,10.103344318052208,0.9384892702071612,2.018869178629929,77.14285714285714,29.007737733265373,0.0741847189885055
114.74588317596952,0.5714285714285714,17.4076008037958,1.1816365007048315,3.1639972129256693,10.472570491198368,-12.249791670166038,-0.0988544187934709
74.6007427780429,0.2857142857142857,9.645247800449734,0.8555313026824667,1.5953201362268972,6.766047348645208,1.4048999771128092,-0.10733202138996
80.26096922730622,0.5,9.051016106160244,0.7468890025374612,2.1537579896427075,6.766047348645208,-51.88471062069574,-0.10733202138996
110.94862919571264,0.7142857142857143,16.447266845369406,1.2297879301755026,2.5797917258956526,11.770609178786936,68.26296599047824,-0.2723219298292912
79.88905245250055,0.4285714285714285,7.930116056061414,0.8668218684481014,1.597364636905498,6.766047348645208,22.005172576445904,-0.10733202138996
107.03332062787906,0.7857142857142857,14.658241420302392,1.061694025755854,2.242983105066924,-28.486420559153512,24.881115207054503,-0.1225069961382514
64.0358824529233,0.2857142857142857,5.673209051186485,0.8555313026824667,1.1252274118761834,6.766047348645208,10.65378865503112,-0.10733202138996
83.44837250032775,0.2857142857142857,10.804558327851185,0.7581578733612354,2.159663792208544,6.775859927074639,29.31173041666,-0.209714228734013
89.65011554403746,0.2857142857142857,13.176831326839888,0.8676390751569193,2.2714365162821726,24.26385070167322,-40.87586147504278,-0.0175585500738739
98.6812708049448,0.5714285714285714,13.260541888051096,0.9395510751393318,2.640118236679581,-23.729323727088765,62.92408825398546,0.0272855797651079
72.2568756806694,0.6428571428571429,6.8100291243296125,0.8555313026824667,1.3092589274674575,6.766047348645208,10.65378865503112,-0.10733202138996
